# The rewrite census: how often each rewrite is admitted per bench program.
# Written by `scripts/rewrite_census.py --bless`; a drop against it fails `make rewrite-census`.
# program <TAB> commit (a library checkout's; `-` for an in-repo lane) <TAB> rule <TAB> count
hex_recover	903885a46	R-CompleteWrite	91
hex_recover	903885a46	R-Header	166
hex_recover	903885a46	R-Invariant	98
hex_recover	903885a46	R-LoopBuffer	37
hex_recover	903885a46	R-Push	40
hex_recover	903885a46	R-PushFill	6
hex_recover	903885a46	R-PushRec	1
hex_recover	903885a46	R-RecPtr	1
hex_recover	903885a46	R-RetAdopt	5
hex_recover	903885a46	R-Scalar	93
hex_recover	903885a46	R-SplitTable	3
hex_recover	903885a46	R-TextBorrow	19
hex_recover	903885a46	R-ValueLocal	10
hex_recover	903885a46	R-ValueRecord	2
hex_recover	903885a46	R-WorkBuffer	15
hex_recover	903885a46	R-WorkBuffer/onward	5
hex_roof	903885a46	R-Base	133
hex_roof	903885a46	R-CharWalk	10
hex_roof	903885a46	R-CompleteWrite	42
hex_roof	903885a46	R-Header	152
hex_roof	903885a46	R-Invariant	94
hex_roof	903885a46	R-LoopBuffer	2
hex_roof	903885a46	R-Push	20
hex_roof	903885a46	R-PushFill	2
hex_roof	903885a46	R-RecPtr	1
hex_roof	903885a46	R-RetAdopt	3
hex_roof	903885a46	R-Scalar	251
hex_roof	903885a46	R-TextBorrow	15
hex_roof	903885a46	R-WorkBuffer	9
hex_roof	903885a46	R-WorkBuffer/onward	10
hex_shape	903885a46	R-Base	142
hex_shape	903885a46	R-CharWalk	10
hex_shape	903885a46	R-CompleteWrite	90
hex_shape	903885a46	R-Header	191
hex_shape	903885a46	R-Invariant	140
hex_shape	903885a46	R-LoopBuffer	30
hex_shape	903885a46	R-Push	42
hex_shape	903885a46	R-PushFill	2
hex_shape	903885a46	R-RecPtr	1
hex_shape	903885a46	R-RetAdopt	5
hex_shape	903885a46	R-Scalar	207
hex_shape	903885a46	R-SplitTable	3
hex_shape	903885a46	R-TextBorrow	19
hex_shape	903885a46	R-ValueLocal	22
hex_shape	903885a46	R-ValueRecord	4
hex_shape	903885a46	R-WorkBuffer	13
hex_shape	903885a46	R-WorkBuffer/onward	10
hex_terrain	903885a46	R-Base	43
hex_terrain	903885a46	R-CharWalk	10
hex_terrain	903885a46	R-CompleteWrite	37
hex_terrain	903885a46	R-Header	79
hex_terrain	903885a46	R-Invariant	22
hex_terrain	903885a46	R-LoopBuffer	17
hex_terrain	903885a46	R-Push	25
hex_terrain	903885a46	R-RecPtr	1
hex_terrain	903885a46	R-RetAdopt	5
hex_terrain	903885a46	R-Scalar	22
hex_terrain	903885a46	R-TextBorrow	11
hex_terrain	903885a46	R-ValueRecord	1
hex_terrain	903885a46	R-WorkBuffer	7
hex_terrain	903885a46	R-WorkBuffer/onward	21
hex_way	903885a46	R-Base	83
hex_way	903885a46	R-CharWalk	10
hex_way	903885a46	R-CompleteWrite	42
hex_way	903885a46	R-Header	97
hex_way	903885a46	R-Invariant	86
hex_way	903885a46	R-LoopBuffer	2
hex_way	903885a46	R-Push	16
hex_way	903885a46	R-PushFill	1
hex_way	903885a46	R-RecPtr	1
hex_way	903885a46	R-RetAdopt	3
hex_way	903885a46	R-Scalar	71
hex_way	903885a46	R-TextBorrow	15
hex_way	903885a46	R-WorkBuffer	5
hex_world	903885a46	R-Base	15
hex_world	903885a46	R-CharWalk	10
hex_world	903885a46	R-CompleteWrite	7
hex_world	903885a46	R-Header	4
hex_world	903885a46	R-Invariant	10
hex_world	903885a46	R-PushRec	1
hex_world	903885a46	R-RecPtr	5
hex_world	903885a46	R-RetAdopt	3
hex_world	903885a46	R-TextBorrow	11
hex_world	903885a46	R-WorkBuffer	2
html	810ea4942	R-Base	3
html	810ea4942	R-CharWalk	11
html	810ea4942	R-CompleteWrite	5
html	810ea4942	R-Header	2
html	810ea4942	R-RetAdopt	3
html	810ea4942	R-TextBorrow	12
markdown	810ea4942	R-Base	4
markdown	810ea4942	R-CharWalk	13
markdown	810ea4942	R-CompleteWrite	11
markdown	810ea4942	R-Header	3
markdown	810ea4942	R-LoopBuffer	1
markdown	810ea4942	R-RetAdopt	4
markdown	810ea4942	R-SplitTable	4
markdown	810ea4942	R-TextBorrow	18
mesh3d	f7c7eb431	R-Base	9
mesh3d	f7c7eb431	R-CharWalk	10
mesh3d	f7c7eb431	R-CompleteWrite	11
mesh3d	f7c7eb431	R-Header	10
mesh3d	f7c7eb431	R-Invariant	14
mesh3d	f7c7eb431	R-LoopBuffer	2
mesh3d	f7c7eb431	R-Push	4
mesh3d	f7c7eb431	R-RecPtr	2
mesh3d	f7c7eb431	R-RetAdopt	5
mesh3d	f7c7eb431	R-TextBorrow	11
mesh3d	f7c7eb431	R-ValueLocal	113
mesh3d	f7c7eb431	R-ValueRecord	9
mesh3d	f7c7eb431	R-WorkBuffer	3
